StockCode,ProductDescription,TotalRevenue,TotalQuantity,InvoiceCount,RevenueRank,QuantityRank,InvoiceRank
22091,EMPIRE TISSUE BOX,1030.1,1983,167,1603.0,718.0,967.0
22092,BLUE PAISLEY TISSUE BOX,321.4,670,91,2479.0,1551.0,1618.0
22093,MOTORING TISSUE BOX,822.13,1830,160,1790.0,795.0,1019.0
22094,RED RETROSPOT TISSUE BOX,1135.0,2166,200,1518.0,656.0,810.0
22095,LADS ONLY TISSUE BOX,1605.96,1643,143,1240.0,867.0,1139.0
22096,PINK PAISLEY SQUARE TISSUE BOX ,584.09,1366,117,2085.0,995.5,1355.5
22097,SWALLOW SQUARE TISSUE BOX,732.39,1596,145,1894.0,892.5,1122.5
22098,BOUDOIR SQUARE TISSUE BOX,1001.55,1992,172,1632.0,715.0,940.5
22099,CARAVAN SQUARE TISSUE BOX,800.59,1440,153,1806.0,957.0,1067.5
22100,SKULLS SQUARE TISSUE BOX,354.82,755,59,2426.0,1465.0,2031.5
22101,MIRROR MOSAIC VOTIVE HOLDER,2053.17,1438,69,1045.0,958.5,1903.0
22102,MIRROR MOSAIC T-LIGHT HOLDER ,831.84,1622,31,1778.0,877.5,2534.0
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,908.24,1248,26,1708.0,1070.0,2655.5
22104,MIRROR MOSAIC CANDLE PLATE,343.71,288,59,2447.0,2118.5,2031.5
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,847.82,574,33,1766.0,1663.0,2486.0
22106,MIRROR MOSAIC HURRICANE LAMP ,898.38,349,47,1718.0,1992.5,2208.0
22107,PIZZA PLATE IN BOX,2153.06,592,179,1005.0,1634.0,907.5
22108,PING! MICROWAVE PLATE,415.09,152,63,2336.0,2493.5,1975.0
22109,FULL ENGLISH BREAKFAST PLATE,6921.15,1640,296,361.0,869.5,478.5
22110,BIRD HOUSE HOT WATER BOTTLE,4912.14,1172,279,516.0,1119.0,518.0
22111,SCOTTIE DOG HOT WATER BOTTLE,24455.39,4655,771,53.0,279.0,76.0
22112,CHOCOLATE HOT WATER BOTTLE,32826.58,6017,858,25.0,197.0,59.0
22113,GREY HEART HOT WATER BOTTLE,12763.08,3220,561,162.0,431.0,144.0
22114,HOT WATER BOTTLE TEA AND SYMPATHY,32973.44,5740,643,23.0,218.0,112.0
22115,METAL SIGN EMPIRE TEA,2020.91,1549,228,1055.0,910.0,682.5
22116,METAL SIGN HIS DINNER IS SERVED,620.42,575,148,2039.0,1661.5,1098.0
22117,METAL SIGN HER DINNER IS SERVED ,3896.4500000000003,1320,95,634.0,1028.0,1587.0
22118,JOY WOODEN BLOCK LETTERS,895.26,230,89,1728.0,2250.0,1642.0
22119,PEACE WOODEN BLOCK LETTERS,1734.8700000000001,345,106,1172.0,2002.0,1452.5
22120,WELCOME  WOODEN BLOCK LETTERS,5247.09,523,188,476.0,1729.5,868.5
22121,NOEL WOODEN BLOCK LETTERS ,2159.7000000000003,352,133,1001.0,1986.5,1223.5
22123,PING MICROWAVE APRON,1068.3799999999999,508,122,1572.0,1748.5,1317.5
22124,SET OF 2 TEA TOWELS PING MICROWAVE,306.16,149,76,2512.0,2502.5,1809.0
22125,UNION JACK HOT WATER BOTTLE ,139.86,13,3,2900.0,3425.5,3589.0
22127,PARTY CONES CARNIVAL ASSORTED,504.88,404,22,2201.0,1911.5,2761.5
22128,PARTY CONES CANDY ASSORTED,2127.53,1762,76,1015.0,821.5,1809.0
22129,PARTY CONES CANDY DECORATION,1226.4199999999998,1188,100,1455.0,1108.0,1529.0
22130,PARTY CONE CHRISTMAS DECORATION ,2664.63,2277,110,868.0,629.0,1421.5
22131,FOOD CONTAINER SET 3 LOVE HEART ,3936.5899999999997,2031,291,629.0,703.5,488.5
22132,RED LOVE HEART SHAPE CUP,939.03,1038,154,1684.0,1205.0,1061.5
22133,PINK LOVE HEART SHAPE CUP,770.73,816,133,1843.0,1408.5,1223.5
22134,MINI LADLE LOVE HEART RED ,419.0,889,162,2328.0,1334.0,1004.5
22135,MINI LADLE LOVE HEART PINK,322.38,567,179,2475.0,1673.5,907.5
22136,LOVE HEART SOCK HANGER,679.28,378,84,1959.0,1945.0,1699.0
22137,BATHROOM SET LOVE HEART DESIGN,237.98000000000002,82,14,2641.0,2764.0,3006.0
22138,BAKING SET 9 PIECE RETROSPOT ,24185.27,4937,934,56.0,258.0,42.0
22139,RETROSPOT TEA SET CERAMIC 11 PC ,22868.260000000002,4518,962,68.0,284.5,40.0
22141,CHRISTMAS CRAFT TREE TOP ANGEL,6463.79,2791,457,392.0,499.0,221.5
22142,CHRISTMAS CRAFT WHITE FAIRY ,4946.19,3247,377,512.0,426.0,325.0
22144,CHRISTMAS CRAFT LITTLE FRIENDS,9662.28,4073,544,241.0,326.0,153.5
22145,CHRISTMAS CRAFT HEART STOCKING ,63.0,30,1,3218.0,3156.5,3837.0
22146,EASTER CRAFT IVY WREATH WITH CHICK,1.95,1,1,3895.0,3874.5,3837.0
22147,FELTCRAFT BUTTERFLY HEARTS,8621.14,6226,481,273.0,187.0,193.0
22148,EASTER CRAFT 4 CHICKS ,3917.45,1933,186,631.0,744.0,878.0
22149,FELTCRAFT 6 FLOWER FRIENDS,12357.08,6070,547,173.0,194.0,150.0
22150,3 STRIPEY MICE FELTCRAFT,5907.84,3021,468,432.0,464.0,209.5
22151,PLACE SETTING WHITE HEART,6322.21,15126,332,407.0,33.0,412.0
22152,PLACE SETTING WHITE STAR,1053.08,2407,105,1589.0,590.0,1465.5
22153,ANGEL DECORATION STARS ON DRESS,1109.05,2593,131,1543.0,543.0,1244.0
22154,ANGEL DECORATION 3 BUTTONS ,1636.67,3745,162,1218.0,366.0,1004.5
22155,STAR DECORATION RUSTIC,1133.61,2452,142,1520.0,576.0,1149.5
22156,HEART DECORATION WITH PEARLS ,2113.13,2196,256,1023.0,647.0,588.5
22157,ANGEL DECORATION WITH LACE PADDED,180.2,212,11,2776.0,2304.5,3112.5
22158,3 HEARTS HANGING DECORATION RUSTIC,11797.380000000001,3413,303,183.0,400.0,464.0
22161,HEART DECORATION RUSTIC HANGING ,1645.75,5083,340,1217.0,247.0,393.5
22162,HEART GARLAND RUSTIC PADDED,841.24,264,91,1770.0,2173.5,1618.0
22163,HEART STRING MEMO HOLDER HANGING,1042.78,875,122,1594.0,1346.0,1317.5
22164,STRING OF STARS CARD HOLDER,250.22000000000003,78,15,2615.0,2791.5,2970.0
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",3328.2,415,146,738.0,1885.0,1114.0
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1614.4,207,87,1233.0,2314.5,1668.5
22167, OVAL WALL MIRROR DIAMANTE ,2391.12,236,156,928.0,2242.5,1044.0
22168,ORGANISER WOOD ANTIQUE WHITE ,1205.3,143,76,1468.0,2524.5,1809.0
22169,FAMILY ALBUM WHITE PICTURE FRAME,10345.76,1197,372,216.0,1102.5,334.5
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6977.6,1068,265,356.0,1186.0,560.0
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,13611.81,1794,382,150.0,807.5,314.5
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,7767.8,2444,493,306.0,580.0,188.0
22174,PHOTO CUBE,5978.78,3218,321,427.0,432.0,433.0
22175,PINK OWL SOFT TOY,2594.23,877,171,883.0,1345.0,947.5
22176,BLUE OWL SOFT TOY,1536.88,512,115,1282.0,1743.0,1369.5
22178,VICTORIAN GLASS HANGING T-LIGHT,33146.82,24275,1037,22.0,13.0,31.0
22179,SET 10 NIGHT OWL LIGHTS,7226.2,966,289,331.0,1266.5,497.5
22180,RETROSPOT LAMP,3521.54,330,155,697.0,2030.5,1052.5
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,500.90999999999997,591,57,2212.0,1636.0,2059.0
22182,CAKE STAND VICTORIAN FILIGREE SMALL,1420.58,372,122,1341.0,1953.5,1317.5
22183,CAKE STAND VICTORIAN FILIGREE MED,1916.01,322,129,1101.0,2052.0,1261.0
22184,CAKE STAND VICTORIAN FILIGREE LARGE,471.86,56,35,2252.0,2925.5,2439.0
22185,SLATE TILE NATURAL HANGING,2235.94,1472,162,973.0,939.0,1004.5
22186,RED STAR CARD HOLDER,1997.48,848,149,1072.0,1372.0,1090.5
22187,GREEN CHRISTMAS TREE CARD HOLDER,3245.68,1266,192,750.0,1055.0,855.0
22188,BLACK HEART CARD HOLDER,12483.220000000001,4870,189,169.0,263.0,864.5
22189,CREAM HEART CARD HOLDER,23435.82,8284,524,62.0,120.0,171.0
22190,LOCAL CAFE MUG,1057.71,676,116,1583.0,1548.0,1362.0
22191,IVORY DINER WALL CLOCK,11911.65,1445,415,179.0,956.0,272.5
22192,BLUE DINER WALL CLOCK,8189.29,954,365,290.0,1274.5,348.5
22193,RED DINER WALL CLOCK,11857.07,1400,460,182.0,974.0,218.0
22194,BLACK DINER WALL CLOCK,625.6899999999999,66,44,2030.0,2867.0,2264.0
22195,LARGE HEART MEASURING SPOONS,3720.66,1976,373,662.0,722.0,332.0
22196,SMALL HEART MEASURING SPOONS,2754.16,2847,472,837.0,487.0,205.0
22197,POPCORN HOLDER,51334.47,56898,1392,12.0,3.0,7.0
22198,LARGE POPCORN HOLDER ,1870.91,1025,86,1119.0,1213.0,1678.0
22199,FRYING PAN RED RETROSPOT,1926.59,467,167,1098.0,1809.0,967.0
22200,FRYING PAN PINK POLKADOT,1809.48,398,140,1142.0,1922.5,1162.0
22201,FRYING PAN BLUE POLKADOT,716.8,193,87,1918.0,2360.0,1668.5
22202,MILK PAN PINK POLKADOT,319.35,64,37,2484.0,2880.0,2398.0
22203,MILK PAN RED RETROSPOT,1483.13,403,145,1310.0,1914.5,1122.5
22204,MILK PAN BLUE POLKADOT,669.54,197,79,1977.0,2342.0,1763.5
22206,"MUG , DOTCOMGIFTSHOP.COM ",4.17,5,5,3841.0,3653.0,3437.0
22207,FRYING PAN UNION FLAG,5833.59,1333,208,437.0,1017.5,784.5
22208,WOOD STAMP SET THANK YOU,1571.49,1509,280,1260.0,927.0,516.5
22209,WOOD STAMP SET HAPPY BIRTHDAY,964.22,945,173,1665.0,1282.5,933.0
22210,WOOD STAMP SET BEST WISHES,958.04,1017,187,1668.0,1218.0,872.0
22211,WOOD STAMP SET FLOWERS,1122.39,1008,196,1528.0,1228.5,835.0
22212,FOUR HOOK  WHITE LOVEBIRDS,3700.94,1609,399,666.0,884.0,295.0
22214,CANDLE PLATE LACE WHITE,416.6,193,56,2332.0,2360.0,2073.0
22215,CAKE STAND WHITE TWO TIER LACE,2471.39,343,101,910.0,2007.0,1515.0
22216,T-LIGHT HOLDER WHITE LACE,512.93,588,68,2192.0,1641.5,1916.5
22217,T-LIGHT HOLDER HANGING LACE,831.26,839,82,1779.0,1384.0,1725.5
22218,CAKE STAND LACE WHITE,4.25,1,1,3837.0,3874.5,3837.0
22219,LOVEBIRD HANGING DECORATION WHITE ,4033.73,4133,544,617.0,319.0,153.5
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,1849.25,231,86,1128.0,2248.5,1678.0
22221,CAKE STAND LOVEBIRD 2 TIER PINK,1104.54,131,51,1552.0,2565.0,2136.5
22222,CAKE PLATE LOVEBIRD WHITE,3880.2,1057,222,637.0,1195.0,711.5
22223,CAKE PLATE LOVEBIRD PINK,1821.61,441,78,1138.0,1850.0,1780.5
22224,WHITE LOVEBIRD LANTERN,2764.0600000000004,834,164,833.0,1388.5,983.0
22227,HANGING HEART MIRROR DECORATION ,1708.07,2341,289,1184.0,611.0,497.5
22228,BUNNY WOODEN PAINTED WITH BIRD ,777.78,1000,147,1829.0,1233.0,1105.5
22229,BUNNY WOODEN PAINTED WITH FLOWER ,432.46,568,101,2310.0,1670.0,1515.0
22230,JIGSAW TREE WITH WATERING CAN,480.63,1047,101,2240.0,1200.5,1515.0
22231,JIGSAW TREE WITH BIRDHOUSE,1027.72,998,144,1607.0,1234.0,1129.5
22232,JIGSAW TOADSTOOLS 3 PIECE,604.4599999999999,690,83,2062.0,1535.5,1712.0
22233,JIGSAW RABBIT AND BIRDHOUSE,607.14,596,105,2058.0,1626.0,1465.5
22236,CAKE STAND 3 TIER MAGIC GARDEN,3624.5999999999995,308,88,679.0,2076.5,1657.5
22241,GARLAND WOODEN HAPPY EASTER,2609.43,1952,239,879.0,734.0,642.5
22242,5 HOOK HANGER MAGIC TOADSTOOL,994.38,640,34,1638.0,1585.0,2460.5
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,4751.639999999999,3098,131,532.0,450.0,1244.0
22244,3 HOOK HANGER MAGIC GARDEN,3276.2099999999996,1703,159,742.0,847.5,1025.5
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1070.0,1262,98,1570.0,1059.5,1558.0
22246,MAGIC GARDEN FELT GARLAND ,962.77,431,90,1666.0,1861.5,1628.5
22247,BUNNY DECORATION MAGIC GARDEN,591.4399999999999,668,113,2076.0,1552.5,1387.0
22248,DECORATION  PINK CHICK MAGIC GARDEN,525.09,593,109,2181.0,1632.0,1432.0
22249,DECORATION WHITE CHICK MAGIC GARDEN,812.86,928,145,1798.0,1305.0,1122.5
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,730.95,819,147,1895.0,1405.0,1105.5
22251,BIRDHOUSE DECORATION MAGIC GARDEN,889.49,712,137,1731.0,1507.0,1185.0
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,761.57,643,67,1854.0,1581.0,1928.0
22254,FELT TOADSTOOL LARGE,836.8000000000001,657,61,1777.0,1563.0,2010.5
22255,FELT TOADSTOOL  SMALL,602.63,629,77,2064.0,1596.0,1793.0
22256,FELT FARM ANIMAL CHICKEN,387.9,286,50,2377.0,2125.0,2154.5
22257,FELT FARM ANIMAL SHEEP,280.42,373,42,2551.0,1951.5,2303.5
22258,FELT FARM ANIMAL RABBIT,743.89,912,77,1880.0,1319.5,1793.0
22259,FELT FARM ANIMAL HEN,332.84,481,44,2461.0,1782.5,2264.0
22260,FELT EGG COSY BLUE RABBIT ,577.4399999999999,552,104,2092.0,1693.0,1479.0
22261,FELT EGG COSY WHITE RABBIT ,544.7099999999999,579,107,2154.0,1656.5,1444.5
22262,FELT EGG COSY CHICKEN,950.4599999999999,1023,137,1676.0,1214.0,1185.0
22263,FELT EGG COSY LADYBIRD ,195.97,326,51,2731.0,2039.0,2136.5
22264,FELT FARM ANIMAL WHITE BUNNY ,736.9799999999999,1561,96,1888.0,906.0,1578.5
22265,EASTER DECORATION NATURAL CHICK,363.55,536,64,2409.0,1711.0,1964.5
22266,EASTER DECORATION HANGING BUNNY,595.85,1887,92,2071.5,765.0,1611.0
22267,EASTER DECORATION EGG BUNNY ,673.17,836,83,1968.0,1386.0,1712.0
22268,DECORATION SITTING BUNNY,802.3399999999999,2009,158,1804.0,711.0,1032.5
22269,EGG CUP NATURAL CHICKEN,621.49,932,125,2035.0,1302.0,1294.0
22270,HAPPY EASTER HANGING DECORATION,942.1999999999999,243,53,1683.0,2225.5,2109.0
22271,FELTCRAFT DOLL ROSIE,5007.35,1701,301,506.0,850.0,466.5
22272,FELTCRAFT DOLL MARIA,564.9200000000001,196,48,2117.0,2346.5,2190.0
22273,FELTCRAFT DOLL MOLLY,12001.59,4509,331,178.0,286.0,413.0
22274,FELTCRAFT DOLL EMILY,3953.4800000000005,1340,267,627.0,1014.0,552.5
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,527.85,69,1,2178.0,2851.5,3837.0
22276,WASH BAG VINTAGE ROSE PAISLEY,838.86,290,85,1776.0,2115.5,1689.0
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,897.74,417,100,1720.0,1883.0,1529.0
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2704.35,405,178,855.0,1909.0,912.0
22279,POCKET BAG BLUE PAISLEY RED SPOT,1003.4,831,128,1631.0,1391.0,1268.5
22280,POCKET BAG PINK PAISELY BROWN SPOT,509.59000000000003,468,95,2195.0,1806.5,1587.0
22281,EASTER TREE YELLOW BIRDS,929.44,131,63,1691.0,2565.0,1975.0
22282,12 EGG HOUSE PAINTED WOOD,2378.52,149,99,931.0,2502.5,1543.0
22283,6 EGG HOUSE PAINTED WOOD,2726.43,299,155,847.0,2098.0,1052.5
22284,HEN HOUSE DECORATION,1597.07,927,131,1246.0,1306.0,1244.0
22285,HANGING HEN ON NEST DECORATION,1493.25,870,120,1304.0,1351.5,1334.5
22286,DECORATION WOBBLY RABBIT METAL ,1022.49,1123,115,1614.0,1156.0,1369.5
22287,DECORATION WOBBLY CHICKEN,716.86,794,80,1916.5,1436.0,1749.5
22288,HANGING METAL RABBIT DECORATION,616.95,474,58,2045.0,1796.5,2045.0
22289,HANGING METAL CHICKEN DECORATION,193.52,148,34,2738.0,2506.5,2460.5
22291,HANGING CHICK CREAM DECORATION,1906.02,1289,120,1103.0,1043.0,1334.5
22292,HANGING CHICK  YELLOW DECORATION,1604.51,1136,112,1242.0,1149.0,1396.5
22293,HANGING CHICK GREEN DECORATION,1335.87,903,122,1399.0,1325.0,1317.5
22294,HEART FILIGREE DOVE  SMALL,6805.08,5457,299,371.0,224.0,471.0
22295,HEART FILIGREE DOVE LARGE,4613.97,2789,250,553.0,500.0,605.5
22296,HEART IVORY TRELLIS LARGE,5247.72,3140,318,475.0,444.0,437.0
22297,HEART IVORY TRELLIS SMALL,5459.91,4164,378,467.0,314.0,322.5
22299,PIG KEYRING WITH LIGHT & SOUND ,1386.97,1379,80,1366.0,987.0,1749.5
22300,COFFEE MUG DOG + BALL DESIGN,3409.21,1528,196,724.0,921.0,835.0
22301,COFFEE MUG CAT + BIRD DESIGN,4980.83,2205,252,510.0,645.0,599.0
22302,COFFEE MUG PEARS  DESIGN,5134.29,2329,212,491.0,615.5,761.0
22303,COFFEE MUG APPLES DESIGN,6338.25,2816,261,405.0,495.0,571.5
22304,COFFEE MUG BLUE PAISLEY DESIGN,1352.88,761,61,1388.0,1463.0,2010.5
22305,COFFEE MUG PINK PAISLEY DESIGN,1604.5800000000002,693,51,1241.0,1532.0,2136.5
22306,SILVER MUG BONE CHINA TREE OF LIFE,1415.85,1162,111,1344.0,1131.0,1409.0
22307,GOLD MUG BONE CHINA TREE OF LIFE,969.64,770,74,1657.0,1458.5,1836.5
22308,TEA COSY BLUE STRIPE,877.38,250,105,1744.0,2207.5,1465.5
22309,TEA COSY RED  STRIPE,1091.05,369,121,1558.0,1959.5,1324.5
22310,IVORY KNITTED MUG COSY ,1296.23,668,109,1421.0,1552.5,1432.0
22311,OFFICE MUG WARMER BLACK+SILVER ,3403.76,1132,142,726.0,1150.0,1149.5
22312,OFFICE MUG WARMER POLKADOT,1950.4900000000002,645,131,1092.0,1574.5,1244.0
22313,OFFICE MUG WARMER PINK,1564.8300000000002,565,65,1267.0,1678.5,1952.5
22314,OFFICE MUG WARMER CHOC+BLUE,1759.1200000000001,570,133,1161.0,1667.0,1223.5
22315,200 RED + WHITE BENDY STRAWS,1218.93,916,172,1459.0,1313.0,940.5
22316,200 BENDY SKULL STRAWS,742.37,660,55,1882.0,1559.5,2084.5
22317,FIVE CATS HANGING DECORATION,879.6700000000001,286,89,1741.0,2125.0,1642.0
22318,FIVE HEART HANGING DECORATION,1541.6200000000001,462,142,1277.0,1815.5,1149.5
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,572.26,1322,61,2101.0,1026.5,2010.5
22320,BIRDS MOBILE VINTAGE DESIGN,1147.27,189,73,1508.0,2370.5,1851.5
22321,BIRD DECORATION RED RETROSPOT,860.93,893,132,1755.0,1331.0,1233.0
22322,BIRD DECORATION GREEN POLKADOT,747.81,820,139,1877.0,1403.0,1168.0
22323,PINK POLKADOT KIDS BAG,1.95,1,1,3895.0,3874.5,3837.0
22324,BLUE POLKADOT KIDS BAG,688.3,286,74,1950.0,2125.0,1836.5
22325,MOBILE VINTAGE HEARTS ,1146.35,249,93,1510.0,2212.0,1606.0
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,24364.870000000003,8535,732,55.0,114.0,83.0
22327,ROUND SNACK BOXES SET OF 4 SKULLS,4304.25,1167,287,584.0,1125.0,503.0
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,19094.97,6835,581,96.0,159.0,137.0
22329,ROUND CONTAINER SET OF 5 RETROSPOT,2661.89,1603,238,869.0,888.0,647.5
22331,WOODLAND PARTY BAG + STICKER SET,2975.14,1840,183,794.0,789.5,896.5
22332,SKULLS PARTY BAG + STICKER SET,1678.0,1032,148,1198.0,1208.5,1098.0
22333,RETROSPOT PARTY BAG + STICKER SET,7043.94,4492,317,349.0,290.0,440.5
22334,DINOSAUR PARTY BAG + STICKER SET,1160.71,707,101,1494.0,1515.0,1515.0
22335,HEART DECORATION PAINTED ZINC ,1668.89,2380,225,1201.0,598.0,694.5
22336,DOVE DECORATION PAINTED ZINC ,754.03,2381,79,1868.0,596.5,1763.5
22337,ANGEL DECORATION PAINTED ZINC ,574.54,912,77,2097.0,1319.5,1793.0
22338,STAR DECORATION PAINTED ZINC ,1233.9099999999999,4679,180,1450.0,278.0,903.5
22339,CHRISTMAS TREE PAINTED ZINC ,683.31,2468,83,1954.0,571.0,1712.0
22340,NOEL GARLAND PAINTED ZINC ,787.2099999999999,1398,128,1819.0,975.0,1268.5
22341,LOVE GARLAND PAINTED ZINC ,827.63,453,78,1785.0,1832.0,1780.5
22342,HOME GARLAND PAINTED ZINC ,1111.58,997,128,1540.0,1235.0,1268.5
22343,PARTY PIZZA DISH RED RETROSPOT,873.33,1974,94,1746.0,725.5,1598.0
22344,PARTY PIZZA DISH PINK POLKADOT,459.81,1225,76,2266.0,1086.0,1809.0
22345,PARTY PIZZA DISH BLUE POLKADOT,399.05,1117,71,2361.0,1158.0,1876.0
22346,PARTY PIZZA DISH GREEN POLKADOT,381.09,1034,59,2385.0,1206.0,2031.5
22348,TEA BAG PLATE RED RETROSPOT,3583.29,4084,358,684.0,323.0,361.0
22349,DOG BOWL CHASING BALL DESIGN,5381.5199999999995,1366,131,471.0,995.5,1244.0
22350,ILLUSTRATED CAT BOWL ,3822.12,1410,120,650.0,969.0,1334.5
22351,DOTCOMGIFTSHOP TEA TOWEL,23.09,13,2,3546.0,3425.5,3698.0
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,7860.97,3088,482,302.0,451.0,192.0
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,153.0,60,24,2854.0,2903.0,2715.5
22354,RETROSPOT PADDED SEAT CUSHION,2860.98,750,83,815.0,1466.0,1712.0
22355,CHARLOTTE BAG SUKI DESIGN,29254.15,18124,882,33.0,24.0,51.0
22356,CHARLOTTE BAG PINK POLKADOT,11417.74,9716,742,191.0,93.0,80.0
22357,KINGS CHOICE BISCUIT TIN,2175.04,468,180,994.0,1806.5,903.5
22358,KINGS CHOICE TEA CADDY ,2551.2200000000003,698,255,893.0,1525.5,593.0
22359,GLASS JAR KINGS CHOICE,605.7700000000001,183,81,2060.0,2388.5,1738.0
22360,GLASS JAR ENGLISH CONFECTIONERY,3192.82,1010,214,759.0,1225.5,746.5
22361,GLASS JAR DAISY FRESH COTTON WOOL,2592.33,727,268,885.0,1490.0,548.0
22362,GLASS JAR PEACOCK BATH SALTS,1329.44,408,133,1404.0,1902.5,1223.5
22363,GLASS JAR MARMALADE ,1380.8,480,81,1370.0,1784.0,1738.0
22364,GLASS JAR DIGESTIVE BISCUITS,2001.3200000000002,616,164,1068.0,1611.0,983.0
22365,DOORMAT RESPECTABLE HOUSE,5754.03,789,179,442.0,1441.5,907.5
22366,DOORMAT AIRMAIL ,6034.9,800,220,421.0,1429.0,721.0
22367,CHILDRENS APRON SPACEBOY DESIGN,7508.58,3749,550,321.0,365.0,148.0
22371,AIRLINE BAG VINTAGE TOKYO 78,5072.32,1086,392,498.0,1177.0,304.5
22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1289.49,279,147,1425.0,2139.0,1105.5
22374,AIRLINE BAG VINTAGE JET SET RED,2427.52,546,223,914.0,1702.5,704.5
22375,AIRLINE BAG VINTAGE JET SET BROWN,1626.54,346,167,1226.0,1998.0,967.0
22376,AIRLINE BAG VINTAGE JET SET WHITE,1133.2,252,122,1521.0,2199.0,1317.5
22377,BOTTLE BAG RETROSPOT ,2171.53,1330,207,996.0,1020.5,788.0
22378,WALL TIDY RETROSPOT ,3638.5699999999997,2283,293,676.0,626.0,484.5
22379,RECYCLING BAG RETROSPOT ,15607.59,6896,748,129.0,156.0,79.0
22380,TOY TIDY SPACEBOY  ,2815.46,1312,285,826.0,1032.5,508.0
22381,TOY TIDY PINK POLKADOT,7433.74,3439,469,324.0,396.0,208.0
22382,LUNCH BAG SPACEBOY DESIGN ,18031.31,10427,1157,104.0,80.0,20.0
22383,LUNCH BAG SUKI DESIGN ,22486.34,12518,1284,72.0,52.0,10.0
22384,LUNCH BAG PINK POLKADOT,17388.99,10487,1090,110.0,77.0,27.0
22385,JUMBO BAG SPACEBOY DESIGN,17071.59,8666,686,112.0,110.0,95.0
22386,JUMBO BAG PINK POLKADOT,42401.01,21448,1218,14.0,17.0,14.0
22389,PAPERWEIGHT SAVE THE PLANET,641.55,338,45,2004.0,2012.0,2243.5
22390,PAPERWEIGHT CHILDHOOD MEMORIES,440.34,266,36,2298.0,2164.5,2417.5
22391,PAPERWEIGHT HOME SWEET HOME,245.58,158,29,2625.0,2479.0,2577.0
22393,PAPERWEIGHT VINTAGE COLLAGE,736.88,510,71,1889.0,1746.0,1876.0
22394,PAPERWEIGHT KINGS CHOICE ,230.67999999999998,168,23,2657.0,2441.0,2736.5
22395,PAPERWEIGHT VINTAGE PAISLEY,220.04,152,33,2678.0,2493.5,2486.0
22396,MAGNETS PACK OF 4 RETRO PHOTO,630.37,1226,128,2020.0,1084.0,1268.5
22398,MAGNETS PACK OF 4 SWALLOWS,1589.12,2575,248,1250.0,544.0,610.5
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1347.08,1152,98,1393.0,1140.0,1558.0
22400,MAGNETS PACK OF 4 HOME SWEET HOME,729.0899999999999,1393,150,1898.0,980.0,1085.5
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1033.1599999999999,1719,151,1602.0,839.0,1080.0
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,689.28,1322,125,1949.0,1026.5,1294.0
22405,MONEY BOX POCKET MONEY DESIGN,415.36,372,70,2335.0,1953.5,1889.0
22406,MONEY BOX KINGS CHOICE DESIGN,403.46,346,84,2355.0,1998.0,1699.0
22407,MONEY BOX FIRST ADE DESIGN,99.28,94,24,3044.0,2712.5,2715.5
22408,MONEY BOX CONFECTIONERY DESIGN,162.44,145,29,2825.0,2515.5,2577.0
22409,MONEY BOX BISCUITS DESIGN,299.72,228,57,2520.0,2252.5,2059.0
22410,MONEY BOX HOUSEKEEPING DESIGN,247.42000000000002,237,58,2618.0,2238.0,2045.0
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,28577.1,12574,1175,36.0,50.0,17.0
22412,METAL SIGN NEIGHBOURHOOD WITCH ,1931.8500000000001,911,147,1097.0,1321.0,1105.5
22413,METAL SIGN TAKE IT OR LEAVE IT ,11095.94,3774,412,200.0,362.0,277.5
22414,DOORMAT NEIGHBOURHOOD WITCH ,2038.39,279,95,1049.0,2139.0,1587.0
22415,WHITE TISSUE REAM,151.05,19,13,2859.5,3313.0,3043.5
22416,SET OF 36 DOILIES SPACEBOY DESIGN ,1210.82,868,76,1465.0,1354.5,1809.0
22417,PACK OF 60 SPACEBOY CAKE CASES,4563.24,8420,520,556.0,119.0,175.0
22418,10 COLOUR SPACEBOY PEN,5585.45,6564,318,453.0,174.0,437.0
