InvoiceNo,InvoiceRevenue,InvoiceQuantity,ProductLines
545989,301.4,32,3
545991,896.71,565,29
545992,123.35,23,3
545993,421.09000000000003,199,6
545994,305.1,191,18
545995,759.44,414,68
545996,983.16,480,82
545998,987.7,458,50
545999,1195.95,699,58
546000,72.0,32,4
546001,329.36,52,4
546002,2.55,1,1
546003,366.57,153,53
546004,2.55,1,1
546005,794.41,379,53
546006,108.5,49,7
546007,1273.26,302,189
546008,1572.65,422,204
546009,328.37,157,11
546011,367.20000000000005,936,2
546013,238.01,165,32
546014,8.5,1,1
546015,534.4200000000001,434,29
546017,339.36,222,28
546019,39.49,50,11
546027,444.8,277,27
546028,924.54,314,40
546029,17.700000000000003,6,1
546030,118.5,90,8
546031,201.5,90,9
546032,85.15,45,6
546033,15.9,2,1
546034,309.64,291,20
546035,229.8,76,7
546036,240.10000000000002,78,9
546037,247.4,52,9
546038,588.6700000000001,165,12
546062,148.63,215,20
546067,2099.7,780,4
546079,188.25,87,27
546082,221.4,612,2
546083,38.98,50,3
546084,617.1,384,40
546087,84.36,156,5
546088,298.0,21,7
546089,200.85,347,31
546090,660.34,306,7
546091,1576.3600000000001,944,81
546092,380.5,126,24
546096,1711.06,1566,55
546100,342.58,202,21
546101,188.64,48,5
546102,17.700000000000003,6,1
546103,304.5,124,5
546104,98.7,15,11
546105,260.03,222,44
546107,227.32,133,48
546108,381.21,334,59
546109,33.9,2,2
546110,261.6,32,7
546111,120.44,53,24
546112,330.0,200,1
546113,146.18,157,23
546115,371.84000000000003,188,21
546116,764.58,412,36
546117,704.33,353,71
546118,846.45,212,26
546119,308.98,201,19
546120,79.92,104,6
546121,155.45,107,25
546122,91.54,35,15
546123,264.27,107,7
546127,411.18000000000006,158,10
546132,358.5,54,3
546133,984.88,516,52
546134,439.28,314,4
546135,210.9,90,10
546136,1659.07,402,222
546153,337.5,50,5
546154,500.0,400,1
546155,394.63,307,26
546156,232.6,78,11
546157,74.56,50,5
546158,298.5,122,15
546159,223.95000000000002,141,13
546160,3277.24,1844,32
546161,122.4,144,1
546163,146.23000000000002,57,12
546164,547.35,165,7
546165,312.8,120,19
546166,270.4,208,3
546169,660.0,400,2
546171,130.56,90,5
546172,585.32,264,30
546182,366.53000000000003,249,25
546189,300.53999999999996,191,16
546190,199.2,80,9
546212,3500.5,2826,27
546213,1614.6,108,3
546215,124.94999999999999,87,29
546216,853.48,664,14
546218,144.9,58,14
546220,541.1,584,28
546223,462.28000000000003,288,21
546230,397.55,145,22
546235,115.57000000000001,46,20
546236,938.39,1005,48
546237,333.08,164,23
546239,185.15,167,16
546242,360.78000000000003,306,27
546243,310.47,175,19
546246,789.9,322,30
546247,101.34,106,7
546248,214.5,112,13
546249,99.95,47,24
546250,282.93,183,18
546251,576.1,872,17
546252,1104.13,701,62
546253,130.26,66,5
546254,268.58,62,10
546255,245.52,180,16
546261,137.84,70,47
546263,461.6,218,3
546275,209.94,246,16
546279,4.25,1,1
546293,67.8,12,9
546301,93.18,66,5
546303,8.62,1,1
546304,117.11,63,20
546305,232.43,156,34
546306,1587.23,345,166
546310,330.59999999999997,52,5
546311,7.9,2,2
546312,16.95,1,1
546314,166.5,116,19
546315,365.18,160,22
546316,182.7,54,7
546317,314.96,484,25
546318,255.0,100,1
546319,345.6,480,1
546321,310.0,192,20
546322,191.39999999999998,12,4
546324,307.44,162,13
546326,583.3,508,5
546328,1687.17,1,1
546329,1687.17,1,1
546330,141.45,79,9
546331,57.449999999999996,21,4
546364,190.52,126,28
546365,987.42,618,60
546366,106.11,75,19
546367,1726.6000000000001,504,30
546368,280.67,144,16
546369,67.5,10,1
546372,349.2,88,7
546373,712.85,325,20
546374,10.0,1,1
546376,311.07,115,19
546377,121.17000000000002,63,3
546378,578.02,380,38
546380,13.0,6,4
546381,19.740000000000002,9,9
546382,227.78,102,9
546383,312.93,332,24
546384,826.07,627,22
546385,1588.16,744,22
546386,157.65,91,10
546387,572.8,268,17
546388,2676.13,623,90
546389,751.9,186,45
546390,14.4,120,1
546391,103.65,69,7
546392,201.57,93,43
546393,1.95,1,1
546394,627.13,427,39
546396,108.21000000000001,80,16
546397,153.75,51,6
546398,516.42,254,13
546399,231.3,94,9
546401,21.9,12,3
546402,156.6,84,5
546403,572.8,268,17
546404,127.2,120,1
546405,198.6,28,3
546406,1429.91,378,156
546411,1919.04,736,5
546412,70.28999999999999,13,5
546413,3.0999999999999996,2,2
546414,183.25,47,23
546415,488.06,186,18
546417,629.25,536,42
546418,109.58,58,17
546419,153.41,50,21
546420,129.46,62,21
546421,301.04,333,37
546422,281.21,121,33
546423,220.47,124,63
546424,118.02,56,21
546425,263.59000000000003,187,18
546426,285.33,301,49
546427,103.89,54,29
546428,343.29,185,18
546429,365.37,367,90
546430,142.0,66,22
546431,414.3,338,17
546432,227.0,36,11
546433,117.92999999999999,152,8
546434,357.07,91,15
546435,356.19,213,21
546436,126.7,44,5
546437,371.23,311,22
546438,3840.88,2224,38
546440,535.02,256,32
546441,446.8,80,7
546442,207.3,54,5
546443,349.8,480,7
546444,7.35,7,2
546462,208.8,144,1
546464,734.44,260,4
546465,360.24,180,33
546466,368.03,149,72
546479,479.40000000000003,187,21
546480,295.0,1,1
546486,377.88,172,28
546498,514.91,152,82
546502,154.92000000000002,72,57
546508,184.5,90,4
546509,522.6,207,31
546510,175.72,96,9
546520,706.6,498,41
546521,679.5,130,3
546522,373.84000000000003,175,19
546523,52.2,36,3
546524,110.84,45,11
546525,619.6,312,16
546526,285.0,120,5
546527,149.4,40,2
546528,2329.15,1705,39
546530,4400.28,5156,27
546531,391.8,208,13
546532,140.0,80,2
546533,140.54,88,10
546534,571.0600000000001,326,33
546537,181.44,86,34
546538,582.35,359,34
546539,2.95,1,1
546540,512.28,404,8
546541,596.05,231,30
546542,305.99,232,81
546543,174.85999999999999,110,50
546544,454.08000000000004,232,16
546545,118.05,34,19
546549,258.41,132,43
546550,6.35,1,1
546552,271.5,192,17
546553,158.23000000000002,121,9
546554,251.56,188,15
546555,696.85,271,22
546556,309.02000000000004,122,11
546558,2583.76,1,1
546560,62.5,50,1
546561,533.9,353,34
546562,317.56,133,19
546563,343.62,222,22
546569,1477.56,511,45
546580,870.59,328,24
546622,107.25,91,25
546624,422.54,250,23
546625,170.75,134,25
546631,300.0,48,2
546632,76.32000000000001,72,1
546633,163.2,128,2
546634,78.04,23,12
546635,217.89000000000001,201,43
546636,137.9,56,26
546637,292.3,34,3
546638,410.7,258,26
546639,309.34,238,19
546640,238.20000000000002,100,13
546642,317.78,162,9
546643,542.97,286,30
546644,339.34000000000003,268,15
546646,138.28,138,21
546648,1794.43,405,78
546649,507.29999999999995,77,46
546650,431.36,58,41
546651,440.90999999999997,65,37
546652,664.84,119,53
546653,549.52,77,49
546654,503.63,70,34
546655,411.24,53,36
546656,662.9499999999999,95,54
546657,5.1,6,1
546658,501.25,331,33
546659,242.40000000000003,108,9
546660,1041.45,335,27
546662,95.0,32,6
546663,7.12,3,3
546665,215.49,77,14
546667,236.1,90,14
546668,218.10000000000002,86,9
546669,965.9,698,23
546670,607.13,428,107
546677,363.4,180,3
546678,565.54,317,29
546679,283.73,252,50
546681,301.9,206,20
546682,352.6,166,22
546683,248.27,147,18
546684,1829.04,642,29
546685,369.9,124,21
546686,300.19,117,16
546687,422.43,285,22
546688,175.3,46,7
546689,680.4,230,13
546690,148.5,18,3
546691,306.64,192,3
546724,6.7,4,4
546728,290.0,2,1
546729,233.75,99,12
546731,912.8100000000001,435,28
546732,139.35000000000002,104,19
546733,705.6,336,3
546734,705.6,336,3
546736,414.72,576,1
546737,439.03000000000003,285,29
546738,853.08,1208,11
546739,3018.34,2374,42
546741,99.0,20,1
546742,668.85,489,34
546748,370.48,144,16
546749,328.6,44,3
546750,15.0,12,1
546751,311.66,167,26
546752,142.5,30,5
546753,309.46,298,53
546754,384.0,960,3
546755,702.8,175,31
546757,282.3,162,7
546759,300.7,50,11
546760,516.15,230,30
546761,432.2,84,7
546762,28.18,22,9
546763,112.85,37,16
546764,300.98,164,17
546765,147.70999999999998,98,8
546766,52.8,24,3
546767,77.16,84,5
546768,584.76,100,6
546769,859.01,523,44
546770,115.09,62,8
546771,200.7,59,26
546772,152.76,156,3
546774,560.74,303,98
546775,152.64,144,1
546776,138.88,56,8
546778,625.85,251,45
546779,14.850000000000001,3,2
546780,3978.9900000000002,879,19
546781,473.82,404,23
546782,232.4,72,12
546784,633.1,352,40
546785,302.52,100,5
546786,239.0,160,12
546787,398.98,206,12
546788,209.85,95,4
546789,10065.0,6100,9
546790,136.57,90,14
546791,665.46,435,42
546827,622.5,150,1
546828,71.4,12,1
546829,62.85,31,4
546830,449.87,345,14
546831,606.84,388,8
546832,333.74,297,5
546837,372.12,134,19
546843,592.1800000000001,368,26
546846,126.78999999999999,94,39
546847,437.40000000000003,164,2
546848,18.15,11,3
546849,88.6,33,23
546850,648.53,911,95
546851,771.02,395,35
546852,111.96000000000001,36,2
546853,73.5,35,1
546855,218.83,127,30
546856,372.64,416,30
546857,217.43,192,16
546860,316.82,286,6
546861,381.78,417,25
546862,914.9300000000001,254,37
546863,676.2,1500,5
546866,223.54000000000002,112,34
546869,120.33000000000001,63,7
546871,300.0,150,22
546872,16.0,4,2
546873,326.04,252,11
546874,251.51999999999998,88,2
546875,1017.6800000000001,440,51
546876,0.84,2,2
546877,142.4,62,5
546878,80.0,20,1
546882,401.31,175,21
546883,223.0,120,16
546884,1546.93,372,180
546888,1273.8899999999999,290,168
546890,320.42,214,21
546891,1464.43,385,177
546892,1191.71,274,153
546896,2398.2,627,298
546898,8.8,4,4
546899,946.2,720,21
546900,25.200000000000003,12,1
546902,33.2,8,1
546908,299.0,88,11
546909,220.6,207,21
546910,145.55,69,28
546911,337.71000000000004,173,18
546912,467.95,315,64
546913,248.29,240,49
546914,177.15,69,7
546915,359.73,197,19
546916,50.25000000000001,15,3
546917,743.71,265,44
546918,309.4,52,4
546919,241.44,169,3
546920,845.3199999999999,296,18
546921,33.0,12,2
546922,904.26,388,32
546923,166.8,24,1
546924,183.6,128,8
546925,464.7,225,5
546926,108.5,150,2
546927,1175.44,472,21
546928,326.5,196,14
546929,555.3,126,6
546933,498.79,1,1
546944,567.44,98,25
546949,43.25,22,13
546950,330.35,118,58
546951,343.49,277,52
546957,51.45,10,9
546963,302.6,203,16
546972,1750.62,367,79
546973,461.52,61,36
546974,404.64,58,35
546976,651.1800000000001,80,45
546977,895.2,119,65
546979,752.4300000000001,581,13
546980,462.2,128,23
546981,152.55,45,7
546982,110.95,143,52
546983,795.75,359,47
546984,252.81,150,66
546985,111.95,41,5
546986,780.35,535,46
546988,282.12,118,18
546990,530.4,256,27
546991,167.43,224,22
546992,4666.4400000000005,3004,16
546993,278.07,137,43
546994,152.64,144,1
546995,141.41,94,21
546996,234.24,216,5
546998,177.84,52,24
546999,683.4200000000001,266,6
547000,323.3,279,21
547001,357.12,312,3
547002,315.18,212,19
547003,118.75,25,6
547004,321.75,117,17
547005,806.47,550,48
547006,10.15,3,3
547007,1.25,1,1
547009,1.25,1,1
547017,113.35,24,7
547018,174.6,162,12
547019,115.78,71,22
547020,368.36,287,16
547021,197.72,76,14
547022,22.240000000000002,16,5
547023,833.1,1014,8
547025,3.75,1,1
547026,344.90000000000003,96,20
547028,422.3,135,22
547029,405.0,42,7
547030,371.8,168,25
547032,662.62,246,3
547033,168.7,76,7
547034,361.4,52,8
547035,282.28000000000003,208,18
547036,380.4,264,11
547037,1224.6,3620,4
547038,211.5,66,5
547039,96.6,10,2
547040,62.7,42,2
547041,300.0,195,5
547042,1880.11,461,224
547044,225.4,200,20
547045,585.12,200,2
547046,146.87,137,10
547047,982.08,184,6
547048,197.8,73,11
547049,318.7,76,19
547050,155.69,155,16
547051,138.68,66,10
547052,171.75,64,21
547053,499.84000000000003,244,11
547055,119.08,73,26
547056,87.8,44,3
547057,130.05,63,6
547058,693.1800000000001,568,47
547059,172.9,34,8
547060,135.44,116,21
547061,226.29999999999998,215,15
547062,224.49,160,65
547063,2309.15,1610,281
547064,320.62,155,12
547065,185.85,83,11
547066,562.63,429,30
547067,501.24,324,10
547068,393.0,190,20
547069,238.24,256,60
547070,200.53,129,47
547071,239.85,89,11
547072,76.72,30,6
547073,345.82000000000005,168,30
547074,176.34,118,11
547075,986.75,371,31
547076,446.15,283,17
547077,93.4,52,4
547078,350.8,188,9
547079,267.18,106,34
547080,113.5,58,5
547081,222.9,126,14
547082,27.65,5,5
547083,237.0,134,41
547084,94.65,39,4
547085,124.08000000000001,25,3
547086,409.2,63,10
547087,316.02,423,15
547088,304.9,130,18
547089,160.93,99,8
547090,203.4,98,12
547092,226.21,133,14
547093,300.52,341,21
547094,922.1,390,31
547095,332.6,358,24
547096,198.8,64,11
547097,259.35,99,16
547098,409.1,200,24
547099,158.95000000000002,69,10
547100,536.78,382,26
547101,585.0,324,4
547102,1005.1,631,67
547103,527.85,299,16
547105,305.52,108,5
547106,614.85,259,40
547107,174.16000000000003,115,8
547108,227.92000000000002,106,21
547109,347.35,139,20
547114,164.34,124,22
547122,298.11,207,16
547134,153.83,43,14
547154,600.0,480,1
547165,15.6,24,1
547171,151.45000000000002,45,7
547192,95.8,68,6
547194,196.64000000000001,83,38
547195,788.9100000000001,389,32
547196,4.63,5,4
547197,108.42,30,7
547199,131.5,69,35
547200,188.73000000000002,127,11
547201,489.12,116,6
547202,248.20000000000002,124,29
547203,265.63,117,17
547204,90.8,60,6
547205,313.55,85,16
547206,151.9,74,31
547207,15.0,12,1
547209,2340.05,1593,82
547219,431.6,595,25
547220,154.4,88,5
547221,200.29,125,11
547222,175.1,20,10
547223,491.19,556,77
547224,175.8,233,22
547225,7.649999999999999,3,1
547226,110.65,33,9
547227,147.6,210,4
547233,315.9,206,8
547238,35.92,16,15
547239,8.4,2,2
547240,103.72,82,42
547243,245.62,159,57
547244,131.26,72,5
547245,114.56,96,8
547246,596.4,276,10
547247,440.28999999999996,310,24
547248,1891.3899999999999,553,204
547249,1656.3,437,175
547250,1940.1299999999999,559,153
547251,398.22,332,20
547252,357.58000000000004,154,16
547253,687.15,311,68
547273,420.25,145,28
547324,317.8,108,8
547327,523.98,201,31
547334,346.7,70,12
547340,362.0,100,5
547349,313.77,259,19
547350,657.68,664,41
547357,493.11,441,33
547358,912.03,635,154
547359,326.8,225,68
547360,517.55,209,21
547361,365.36,168,18
547362,3221.88,4686,39
547364,29.1,16,3
547365,235.71,170,12
547366,215.05,135,9
547367,200.16,79,45
547370,200.52,90,29
547371,314.6,124,4
547372,154.2,51,26
547373,450.5,350,4
547374,274.18,136,78
547375,512.13,320,34
547377,401.35,273,22
547378,905.1,162,10
547379,498.32,490,29
547380,214.28,166,46
547381,201.39,223,24
547382,237.07,132,58
547383,803.66,485,45
547384,18.0,1,1
547385,1194.37,309,139
547386,1504.91,369,187
547387,1085.99,335,44
547389,292.47,172,37
547390,160.33,64,8
547391,70.80000000000001,24,1
547393,14.25,15,1
547396,2162.2599999999998,472,77
547397,500.95,112,51
547398,540.52,75,45
547399,567.6899999999999,84,48
547400,449.42,63,36
547401,198.02,112,27
547405,114.0,76,8
547406,170.94,150,5
547407,21.25,2,2
547411,33.9,2,2
547412,288.05,364,20
547413,589.4,404,32
547414,216.95000000000002,87,12
547415,25.5,2,1
547416,382.6,104,10
547417,329.56,327,21
547418,369.09000000000003,173,29
547419,1649.58,1135,15
547420,345.92,248,23
547428,327.25,119,13
547444,247.6,125,16
547485,366.02,191,68
547486,330.24,192,7
547488,270.15,110,42
547489,99.15,17,5
547490,265.02,137,43
547491,133.49,115,9
547492,178.5,137,10
547493,1542.08,929,14
547494,207.8,140,7
547496,261.68,152,15
547497,776.23,277,64
547498,188.7,110,76
547500,524.8199999999999,414,18
547501,59.400000000000006,12,1
547503,77.3,20,3
547504,877.88,721,35
547507,259.84,376,18
547508,378.0,242,8
547509,310.8,104,8
547510,1251.48,826,49
547511,285.58,126,16
547512,584.5,150,2
547513,313.45,295,16
547514,396.87,191,24
547515,330.52,144,14
547516,385.79999999999995,44,2
547517,326.5,321,10
547518,1320.0,800,6
547519,320.0,1000,1
547520,456.90000000000003,133,21
547521,197.05,39,11
547535,163.3,100,10
547537,249.5,170,16
547538,264.8,144,16
547539,193.6,28,7
547541,495.0,300,3
547546,291.84,240,2
547547,1254.42,277,149
547548,202.22,163,55
547549,283.03000000000003,129,16
547550,335.72,144,6
547551,501.09000000000003,69,42
547552,723.46,108,57
547553,36.4,21,12
547554,79.6,8,1
547555,307.92,270,18
547556,162.65,70,23
547558,147.0,350,6
547561,358.90000000000003,164,16
547562,851.4000000000001,400,9
547563,227.32,238,16
547564,441.81000000000006,315,11
547565,333.0,212,12
547566,27.0,1,1
547567,442.47,253,26
547568,775.85,301,42
547569,556.94,361,20
547570,137.35,85,8
547571,432.3,182,19
547572,251.21,143,15
547573,157.16,100,8
547576,95.75999999999999,48,5
547577,513.84,288,9
547578,485.89000000000004,303,29
547579,120.0,96,2
547580,713.95,259,31
547583,562.3199999999999,444,12
547623,543.22,430,31
547639,154.95,93,8
547644,418.18,140,15
547645,197.9,107,7
547647,232.9,190,14
547648,37.5,18,2
547649,368.92,192,56
547650,446.3,215,66
547651,381.52,193,83
547652,236.07,172,30
547653,510.8,584,21
547654,73.77,27,21
547655,418.18,140,15
547656,217.56,149,73
547657,401.3,186,17
547658,357.53,228,76
547659,286.25,77,16
547662,150.34,66,19
547663,602.63,255,71
547664,269.3,386,47
547665,445.20000000000005,112,21
547666,850.3100000000001,576,30
547667,483.3,440,30
547668,131.41,95,9
547669,163.46,126,28
547670,361.54,80,38
547671,62.379999999999995,41,3
547672,264.24,348,28
547674,187.2,88,11
547684,762.89,330,32
547685,74.7,26,4
547686,310.40000000000003,210,18
547687,356.3,222,19
547688,137.4,52,2
547689,154.85,53,24
547690,335.32,262,23
547691,364.84000000000003,228,12
547694,40.5,30,3
547695,176.38,122,10
547697,409.57,183,18
547698,51.0,4,1
547702,415.45,114,16
547703,1140.76,512,34
547705,204.59,160,25
547706,2278.8,1108,3
547707,585.0,300,1
547708,11343.199999999999,4168,13
547709,266.98,60,27
547712,349.23,73,28
547713,157.7,106,11
547714,427.0,252,10
547715,246.54,128,17
547716,344.41,134,13
547717,17.4,12,1
547718,57.6,24,1
547719,307.5,146,8
547720,420.6,84,19
547721,256.78000000000003,230,19
547722,357.91,264,23
547723,15.85,3,2
547724,102.69999999999999,34,7
547726,465.84000000000003,216,3
547727,878.16,552,4
547728,146.88,96,2
547729,366.18,344,63
547730,349.51,220,51
547762,83.14,46,5
547772,221.77,77,55
547785,878.02,323,74
547786,173.26,104,48
547787,409.5,210,5
547788,2526.98,431,177
547789,750.37,533,43
547790,628.15,346,34
547792,9.9,2,1
547793,654.75,158,28
547794,207.21,220,27
547795,170.95,39,18
547796,1407.8600000000001,731,13
547799,708.66,502,21
547800,134.56,36,22
547801,554.18,418,28
547803,227.7,175,17
547804,6.8,8,1
547805,474.05,194,21
547809,171.1,162,35
547810,35.17,17,14
547811,194.92000000000002,215,17
547812,5513.32,1336,4
547814,295.0,1,1
547815,490.78000000000003,227,13
547816,25.25,9,9
547817,17.549999999999997,9,3
547818,76.2,33,11
547819,94.19,42,13
547820,141.72,156,6
547821,960.0,484,5
547822,1444.8000000000002,522,49
547825,155.65,104,9
547826,197.94,100,21
547828,354.66,242,9
547829,410.53,241,20
547830,1513.46,307,162
547832,3962.06,2379,22
547833,161.89,99,15
547834,633.6,252,7
547835,485.45,51,5
547837,266.55,119,14
547839,649.78,280,20
547840,324.70000000000005,206,7
547841,520.13,298,39
547842,343.03000000000003,168,12
547843,51.0,20,1
547844,388.9,38,4
547845,121.95,57,4
547846,194.05,103,11
547850,311.57,216,62
547860,542.03,373,93
547861,353.3,232,10
547862,190.5,121,21
547863,164.05,61,8
547864,115.26,101,20
547865,16.95,1,1
547866,197.89,181,14
547867,609.4,321,89
547870,173.77,75,20
547871,277.43,158,51
547872,173.52,48,37
547873,218.34,74,23
547874,193.0,110,17
547875,612.38,350,13
547876,254.0,38,11
547877,165.83,41,20
547878,131.3,170,3
547879,83.16000000000001,60,5
547880,251.56,106,34
547881,192.34,67,32
547882,539.0,745,39
547883,307.76,184,17
547884,665.28,471,43
547885,220.8,88,7
547886,329.44,178,20
547887,453.98,258,30
547888,588.0,315,28
547890,223.9,100,6
547891,302.21999999999997,401,19
547892,1136.3,848,69
547893,191.25,23,5
547894,277.8,160,9
547895,113.14,42,24
547896,246.61,119,60
547897,400.54,217,25
547898,374.7,108,14
547900,148.8,72,8
547901,219.76,1,1
547902,121.25,44,19
547903,407.09,245,36
547906,210.27,125,66
547907,88.2,38,5
547909,179.73,117,34
547910,455.28000000000003,395,116
547911,137.6,36,9
547912,174.8,60,14
547914,297.5,163,13
547918,1001.82,478,60
